sequence,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,timestamp
124,-164.23,-110.05,-139.63,-69.2,0,0,0, 01:45:03.303,1.55E+12
125,-51.53,-48.24,-31.42,-27.24,0,0,0, 01:45:03.304,1.55E+12
126,221.45,187.85,206.99,117.06,0,0,0, 01:45:03.304,1.55E+12
127,-51.91,-23.58,-51.79,-17.16,0,0,0, 01:45:03.311,1.55E+12
128,-156.63,-133.73,-124.19,-87.58,0,0,0, 01:45:03.311,1.55E+12
129,179.02,132.92,164.72,95.32,0,0,0, 01:45:03.326,1.55E+12
130,70.34,73.9,66.07,48.14,0,0,0, 01:45:03.326,1.55E+12
131,-209.3,-160.37,-181.27,-116.24,0,0,0, 01:45:03.330,1.55E+12
132,88.53,55.99,95.6,36.19,0,0,0, 01:45:03.330,1.55E+12
133,168.91,136.13,156.84,86.02,0,0,0, 01:45:03.344,1.55E+12
134,-159.96,-117.37,-129.58,-88.23,0,0,0, 01:45:03.344,1.55E+12
135,-51.36,-44.45,-42.63,-40.56,0,0,0, 01:45:03.356,1.55E+12
136,231.21,178.17,203.71,122.96,0,0,0, 01:45:03.356,1.55E+12
137,-65.94,-37.8,-45.77,-20.17,0,0,0, 01:45:03.359,1.55E+12
138,-146.96,-116.71,-125.07,-64.2,0,0,0, 01:45:03.359,1.55E+12
139,198.56,137.93,181.07,120.21,0,0,0, 01:45:03.371,1.55E+12
140,91.15,92.9,80.32,71.03,0,0,0, 01:45:03.371,1.55E+12
141,-208.87,-148.01,-156.53,-95.65,0,0,0, 01:45:03.386,1.55E+12
142,93.88,64.19,87.68,58.44,0,0,0, 01:45:03.386,1.55E+12
143,176.89,160.56,163.53,110.85,0,0,0, 01:45:03.388,1.55E+12
144,-153.35,-104.24,-113.82,-54.19,0,0,0, 01:45:03.388,1.55E+12
145,-40.1,-46.23,-32.01,-9.2,0,0,0, 01:45:03.400,1.55E+12
146,226.22,183.21,207.17,128.71,0,0,0, 01:45:03.400,1.55E+12
147,-63.57,-26.62,-38.45,-7.96,0,0,0, 01:45:03.416,1.55E+12
148,-145.97,-118.52,-113.44,-52.5,0,0,0, 01:45:03.416,1.55E+12
149,189.73,136.27,167.91,121.66,0,0,0, 01:45:03.418,1.55E+12
150,82.29,81.61,75.91,72.22,0,0,0, 01:45:03.418,1.55E+12
151,-198.98,-149.72,-171.8,-82.02,0,0,0, 01:45:03.430,1.55E+12
152,96.52,68.42,101.65,67.62,0,0,0, 01:45:03.430,1.55E+12
153,189.3,169.91,172.45,122.41,0,0,0, 01:45:03.446,1.55E+12
154,-155.08,-102.23,-121.71,-64.93,0,0,0, 01:45:03.446,1.55E+12
155,-40.7,-40.98,-26.43,-18.43,0,0,0, 01:45:03.449,1.55E+12
156,239.98,189.26,214.76,144.69,0,0,0, 01:45:03.449,1.55E+12
157,-60.15,-17.01,-41.12,-7.92,0,0,0, 01:45:03.461,1.55E+12
158,-148.61,-116.26,-123.37,-60.25,0,0,0, 01:45:03.461,1.55E+12
159,199.87,147.78,183.13,121.28,0,0,0, 01:45:03.476,1.55E+12
160,84.61,89.46,85.78,89.08,0,0,0, 01:45:03.476,1.55E+12
161,-194.89,-143.38,-161.24,-73.31,0,0,0, 01:45:03.479,1.55E+12
162,111.6,80.12,105.14,80.42,0,0,0, 01:45:03.479,1.55E+12
163,190.67,162.66,174.77,134.17,0,0,0, 01:45:03.491,1.55E+12
164,-145.05,-96.86,-113.99,-46.1,0,0,0, 01:45:03.491,1.55E+12
165,-43.26,-35.76,-33.97,3.26,0,0,0, 01:45:03.507,1.55E+12
166,239.86,190.28,219.23,145.17,0,0,0, 01:45:03.507,1.55E+12
167,-57.81,-27.51,-42.29,2.93,0,0,0, 01:45:03.510,1.55E+12
168,-140.44,-113.15,-125.82,-46.59,0,0,0, 01:45:03.510,1.55E+12
169,199.62,149.65,173.49,124.54,0,0,0, 01:45:03.521,1.55E+12
170,76.14,80.18,77.61,63.76,0,0,0, 01:45:03.521,1.55E+12
171,-203.65,-155.37,-157.2,-94.8,0,0,0, 01:45:03.537,1.55E+12
172,102.51,74.8,105.9,58,0,0,0, 01:45:03.537,1.55E+12
173,187.72,157.09,158.49,115.99,0,0,0, 01:45:03.540,1.55E+12
174,-154.77,-103.57,-126.82,-60.03,0,0,0, 01:45:03.540,1.55E+12
175,-27.43,-35.73,-26.72,4.8,0,0,0, 01:45:03.550,1.55E+12
176,235.04,206.19,211.86,151.55,0,0,0, 01:45:03.550,1.55E+12
177,-57.66,-29.07,-42.31,-5.03,0,0,0, 01:45:03.566,1.55E+12
178,-145.59,-119.31,-109.59,-52.39,0,0,0, 01:45:03.566,1.55E+12
179,207.15,147.3,173.32,122.62,0,0,0, 01:45:03.569,1.55E+12
180,85.73,91.17,92.12,80.6,0,0,0, 01:45:03.569,1.55E+12
181,-183.05,-152.95,-157.78,-78.39,0,0,0, 01:45:03.581,1.55E+12
182,114.21,72.89,103.17,67.3,0,0,0, 01:45:03.581,1.55E+12
183,191.4,161.88,175.43,136.4,0,0,0, 01:45:03.596,1.55E+12
184,-148.84,-98.39,-114.48,-41.36,0,0,0, 01:45:03.596,1.55E+12
185,-29.68,-40.63,-32.34,8.66,0,0,0, 01:45:03.600,1.55E+12
186,228.07,179.89,210.29,143.12,0,0,0, 01:45:03.600,1.55E+12
187,-55.15,-26.51,-33.14,0.25,0,0,0, 01:45:03.611,1.55E+12
188,-143.07,-105.81,-105.92,-48.65,0,0,0, 01:45:03.611,1.55E+12
189,198.5,157.46,182.5,128.14,0,0,0, 01:45:03.627,1.55E+12
190,72.69,76.21,67.26,69.69,0,0,0, 01:45:03.627,1.55E+12
191,-194.44,-155.75,-170.43,-83.67,0,0,0, 01:45:03.631,1.55E+12
192,109.87,72.22,101.47,64.47,0,0,0, 01:45:03.631,1.55E+12
193,183.39,151.51,165.81,113.49,0,0,0, 01:45:03.641,1.55E+12
194,-158.63,-105.39,-114.16,-51.44,0,0,0, 01:45:03.641,1.55E+12
195,-24.94,-28.99,-18.64,1.77,0,0,0, 01:45:03.656,1.55E+12
196,236.48,177.56,208.7,146.38,0,0,0, 01:45:03.656,1.55E+12
197,-53.96,-28.69,-35.84,6.34,0,0,0, 01:45:03.660,1.55E+12
198,-133.96,-111.14,-120.91,-44.52,0,0,0, 01:45:03.660,1.55E+12
199,205.4,157.37,184.15,139.14,0,0,0, 01:45:03.672,1.55E+12
200,74.74,84.68,82.63,80.08,0,0,0, 01:45:03.672,1.55E+12
0,-198.69,-155.24,-161.29,-74.09,0,0,0, 01:45:03.675,1.55E+12
1,113.34,72.55,99.77,59.21,0,0,0, 01:45:03.686,1.55E+12
2,179.32,154.47,162.68,110.82,0,0,0, 01:45:03.686,1.55E+12
3,-163.1,-113.6,-131.48,-66.14,0,0,0, 01:45:03.702,1.55E+12
4,-33.68,-37.68,-24.8,-18.53,0,0,0, 01:45:03.702,1.55E+12
5,226.1,185.25,203.78,140.34,0,0,0, 01:45:03.705,1.55E+12
6,-62.45,-33.98,-50.32,-31.76,0,0,0, 01:45:03.705,1.55E+12
7,-147.68,-124.28,-127.97,-87.94,0,0,0, 01:45:03.716,1.55E+12
8,186.2,134.33,158.07,92.95,0,0,0, 01:45:03.716,1.55E+12
9,72.9,72.09,89.13,59.79,0,0,0, 01:45:03.737,1.55E+12
10,-203.87,-158.33,-178.34,-97.7,0,0,0, 01:45:03.737,1.55E+12
11,108.04,72.69,88.85,50.92,0,0,0, 01:45:03.741,1.55E+12
12,178.47,151.94,164.74,103.34,0,0,0, 01:45:03.741,1.55E+12
13,-159.1,-112.16,-131.84,-70.78,0,0,0, 01:45:03.746,1.55E+12
14,-34.05,-37.75,-34.18,-23.36,0,0,0, 01:45:03.746,1.55E+12
15,226.97,171.62,198.1,115.39,0,0,0, 01:45:03.762,1.55E+12
16,-66.63,-34.52,-46.37,-31.64,0,0,0, 01:45:03.762,1.55E+12
17,-160.49,-127.16,-133.92,-98.54,0,0,0, 01:45:03.766,1.55E+12
18,184.05,140.06,164.24,91.37,0,0,0, 01:45:03.766,1.55E+12
19,71.66,67.07,65.71,48.69,0,0,0, 01:45:03.776,1.55E+12
20,-202.84,-152.6,-154.2,-94.88,0,0,0, 01:45:03.776,1.55E+12
21,108.58,75.31,97.9,64.06,0,0,0, 01:45:03.791,1.55E+12
22,172.21,154.75,163.5,107.25,0,0,0, 01:45:03.791,1.55E+12
23,-155.15,-102.05,-117.78,-61.37,0,0,0, 01:45:03.794,1.55E+12
24,-20.66,-35.3,-15.15,-5.45,0,0,0, 01:45:03.794,1.55E+12
25,230.44,182.14,206.75,135.58,0,0,0, 01:45:03.805,1.55E+12
26,-73.77,-33.47,-59.88,-23.43,0,0,0, 01:45:03.805,1.55E+12
27,-143.44,-127.03,-129.77,-78.84,0,0,0, 01:45:03.821,1.55E+12
28,197.91,142.44,170.76,103.57,0,0,0, 01:45:03.821,1.55E+12
29,82.47,72.3,82.82,66.77,0,0,0, 01:45:03.823,1.55E+12
30,-204.63,-158.39,-169.91,-90.63,0,0,0, 01:45:03.823,1.55E+12
31,108.99,69.96,98.03,46.45,0,0,0, 01:45:03.852,1.55E+12
32,171.03,132.13,148.7,95.33,0,0,0, 01:45:03.852,1.55E+12
33,-172.63,-124.8,-146.99,-79.03,0,0,0, 01:45:03.855,1.55E+12
34,-34.79,-32.51,-19.12,-16.57,0,0,0, 01:45:03.855,1.55E+12
35,226.4,177.07,204.89,137.37,0,0,0, 01:45:03.856,1.55E+12
36,-56.17,-26.49,-31.19,-5.97,0,0,0, 01:45:03.856,1.55E+12
37,-126.51,-113.66,-105.05,-52.09,0,0,0, 01:45:03.866,1.55E+12
38,194.98,151.52,196.67,125.08,0,0,0, 01:45:03.866,1.55E+12
39,72.79,65.02,63.59,52.03,0,0,0, 01:45:03.882,1.55E+12
40,-192.52,-150.33,-168.47,-91.99,0,0,0, 01:45:03.882,1.55E+12
41,109.17,69.06,85.39,47,0,0,0, 01:45:03.886,1.55E+12
42,176.42,151.1,164.88,99.32,0,0,0, 01:45:03.886,1.55E+12
43,-173.29,-115.07,-140.96,-75.81,0,0,0, 01:45:03.899,1.55E+12
44,-39.61,-43.63,-30.3,-34.5,0,0,0, 01:45:03.899,1.55E+12
45,217.52,176.58,196.68,111.46,0,0,0, 01:45:03.912,1.55E+12
46,-83.49,-41.18,-58.59,-25.52,0,0,0, 01:45:03.912,1.55E+12
47,-134.49,-115.46,-118.44,-69.2,0,0,0, 01:45:03.916,1.55E+12
48,187.85,132.81,166.81,99.88,0,0,0, 01:45:03.916,1.55E+12
49,61.98,75.65,61.55,51.56,0,0,0, 01:45:03.927,1.55E+12
50,-206.12,-164.98,-171.89,-110.25,0,0,0, 01:45:03.927,1.55E+12
51,112.77,73.9,90.75,52.39,0,0,0, 01:45:03.941,1.55E+12
52,162,136.02,151.31,88.63,0,0,0, 01:45:03.941,1.55E+12
53,-178.51,-127.1,-135.01,-102.03,0,0,0, 01:45:03.947,1.55E+12
54,-41.07,-46.43,-32.57,-38.53,0,0,0, 01:45:03.947,1.55E+12
55,211.4,169.66,194.45,100.67,0,0,0, 01:45:03.960,1.55E+12
56,-76.83,-39.62,-61.12,-45.46,0,0,0, 01:45:03.960,1.55E+12
57,-139.95,-118.41,-122.59,-82.61,0,0,0, 01:45:03.971,1.55E+12
58,188.23,134.19,167.09,85.79,0,0,0, 01:45:03.971,1.55E+12
59,55.78,64.88,64.32,22.66,0,0,0, 01:45:03.976,1.55E+12
60,-212.16,-161.8,-181.67,-111.34,0,0,0, 01:45:03.976,1.55E+12
61,102.96,70.86,98.68,46.41,0,0,0, 01:45:03.985,1.55E+12
62,173.68,147.41,158.89,85.83,0,0,0, 01:45:03.985,1.55E+12
63,-177.95,-125.98,-138.86,-94.96,0,0,0, 01:45:04.001,1.55E+12
64,-33.48,-36.19,-27.04,-29,0,0,0, 01:45:04.001,1.55E+12
65,209.88,168.66,196.01,111.73,0,0,0, 01:45:04.007,1.55E+12
66,-71.32,-39.36,-54.12,-38.43,0,0,0, 01:45:04.007,1.55E+12
67,-138.27,-115.78,-120.79,-81.08,0,0,0, 01:45:04.020,1.55E+12
68,187.85,137.47,175.64,98.38,0,0,0, 01:45:04.020,1.55E+12
69,63.87,61.54,59.87,35.94,0,0,0, 01:45:04.031,1.55E+12
70,-211.75,-153.31,-162.37,-102.36,0,0,0, 01:45:04.031,1.55E+12
71,114.51,76.76,97.67,64.45,0,0,0, 01:45:04.034,1.55E+12
72,173.38,155.12,161.52,104.29,0,0,0, 01:45:04.034,1.55E+12
73,-174.16,-122.17,-134.54,-82.86,0,0,0, 01:45:04.046,1.55E+12
74,-27.77,-32.01,-26.68,-23.56,0,0,0, 01:45:04.046,1.55E+12
75,227.68,174.71,200.35,128.58,0,0,0, 01:45:04.063,1.55E+12
76,-91.8,-46.77,-63.05,-31.47,0,0,0, 01:45:04.063,1.55E+12
77,-136.84,-118.39,-117.43,-78.66,0,0,0, 01:45:04.074,1.55E+12
78,193.79,143.89,164.64,95.06,0,0,0, 01:45:04.075,1.55E+12
79,57.07,58.04,52.08,34.64,0,0,0, 01:45:04.093,1.55E+12
80,-215.92,-178.99,-176.82,-138.71,0,0,0, 01:45:04.093,1.55E+12
81,108.15,71.32,94.55,34.84,0,0,0, 01:45:04.096,1.55E+12
82,162.22,133.17,146.21,72.01,0,0,0, 01:45:04.096,1.55E+12
83,-178.25,-133.01,-144.01,-98.84,0,0,0, 01:45:04.106,1.55E+12
84,-31.78,-36.65,-30.1,-35.91,0,0,0, 01:45:04.106,1.55E+12
85,225.04,176.47,199.85,107.94,0,0,0, 01:45:04.109,1.55E+12
86,-89.41,-51.94,-66.99,-46.82,0,0,0, 01:45:04.109,1.55E+12
87,-150.09,-126.43,-132.97,-99.32,0,0,0, 01:45:04.121,1.55E+12
88,186.39,143.78,155.99,78.87,0,0,0, 01:45:04.121,1.55E+12
89,56.7,62.13,53.01,34.29,0,0,0, 01:45:04.124,1.55E+12
90,-211.14,-162.35,-166.59,-114.65,0,0,0, 01:45:04.124,1.55E+12
91,99.68,63.96,89.19,47.65,0,0,0, 01:45:04.137,1.55E+12
92,165.59,146.3,154.49,104.15,0,0,0, 01:45:04.137,1.55E+12
93,-177.41,-129.51,-152.82,-92.73,0,0,0, 01:45:04.151,1.55E+12
94,-25.77,-29.57,-15.46,-7.05,0,0,0, 01:45:04.151,1.55E+12
95,221.77,176.46,204.9,125.75,0,0,0, 01:45:04.154,1.55E+12
96,-79.64,-42.83,-53.3,-14.35,0,0,0, 01:45:04.154,1.55E+12
97,-132.85,-113.87,-123.12,-62.6,0,0,0, 01:45:04.165,1.55E+12
98,195.26,135.99,176.69,105.26,0,0,0, 01:45:04.165,1.55E+12
99,54.96,56.22,53.84,37.58,0,0,0, 01:45:04.181,1.55E+12
100,-210.95,-161.88,-183.16,-108.73,0,0,0, 01:45:04.181,1.55E+12
101,97.79,66.11,93.64,47.03,0,0,0, 01:45:04.184,1.55E+12
102,159.25,131.07,141.24,83.65,0,0,0, 01:45:04.184,1.55E+12
103,-171.44,-120.94,-143.53,-72.58,0,0,0, 01:45:04.196,1.55E+12
104,-35.59,-37.34,-29.47,-20.4,0,0,0, 01:45:04.196,1.55E+12
105,218.94,174.41,203.83,127.38,0,0,0, 01:45:04.212,1.55E+12
106,-85.38,-49.08,-67.7,-33.25,0,0,0, 01:45:04.212,1.55E+12
107,-154.62,-126.51,-128.84,-78.53,0,0,0, 01:45:04.214,1.55E+12
108,191.76,137.66,151.36,111.7,0,0,0, 01:45:04.214,1.55E+12
109,50.64,58.97,61.5,48.8,0,0,0, 01:45:04.226,1.55E+12
110,-212.57,-163.06,-172.21,-100.6,0,0,0, 01:45:04.226,1.55E+12
111,101.79,59.84,93.64,55.22,0,0,0, 01:45:04.241,1.55E+12
112,155.85,131.69,149.71,102.65,0,0,0, 01:45:04.241,1.55E+12
113,-181.28,-126.75,-148.95,-57.42,0,0,0, 01:45:04.244,1.55E+12
114,-31.9,-25.53,-12.48,6.96,0,0,0, 01:45:04.244,1.55E+12
115,222.96,182.67,195.15,146.84,0,0,0, 01:45:04.256,1.55E+12
116,-81.71,-44.96,-58.05,-8.12,0,0,0, 01:45:04.256,1.55E+12
117,-138.86,-114.97,-114.64,-61.47,0,0,0, 01:45:04.271,1.55E+12
118,188.07,139.68,167.33,105.91,0,0,0, 01:45:04.271,1.55E+12
119,49.31,48.46,66.48,45.74,0,0,0, 01:45:04.274,1.55E+12
120,-208.99,-159.14,-168.6,-99.06,0,0,0, 01:45:04.274,1.55E+12
121,99.07,71.99,107.83,64.45,0,0,0, 01:45:04.285,1.55E+12
122,168.79,137.16,151.94,108.24,0,0,0, 01:45:04.285,1.55E+12
123,-167.55,-116.57,-142.32,-55.53,0,0,0, 01:45:04.301,1.55E+12
124,-14.43,-26.06,-7.63,12.8,0,0,0, 01:45:04.301,1.55E+12
125,224.41,177.53,195.7,145.09,0,0,0, 01:45:04.303,1.55E+12
126,-77.45,-42.69,-57.65,-2.87,0,0,0, 01:45:04.303,1.55E+12
127,-131.64,-111.9,-112.62,-44.76,0,0,0, 01:45:04.315,1.55E+12
128,196.9,153.22,183.94,119.22,0,0,0, 01:45:04.315,1.55E+12
129,47.18,54.09,54.41,32.27,0,0,0, 01:45:04.332,1.55E+12
130,-204.06,-156.56,-168.23,-92.36,0,0,0, 01:45:04.332,1.55E+12
131,99.21,66.59,102.05,43.65,0,0,0, 01:45:04.335,1.55E+12
132,166.01,143.06,148.91,101.04,0,0,0, 01:45:04.335,1.55E+12
133,-178.49,-113.14,-142.34,-78.63,0,0,0, 01:45:04.347,1.55E+12
134,-22.77,-33.15,-30.69,-16.85,0,0,0, 01:45:04.347,1.55E+12
135,222.46,170.01,189.67,127.18,0,0,0, 01:45:04.361,1.55E+12
136,-86.9,-45.22,-61.64,-18.15,0,0,0, 01:45:04.361,1.55E+12
137,-135.56,-122.69,-119.25,-72.84,0,0,0, 01:45:04.364,1.55E+12
138,189.58,132.62,167.67,99.22,0,0,0, 01:45:04.364,1.55E+12
139,40.07,44,45.53,35.84,0,0,0, 01:45:04.375,1.55E+12
140,-200.66,-154.73,-164.29,-99.5,0,0,0, 01:45:04.375,1.55E+12
141,106.58,81.57,96.94,68.95,0,0,0, 01:45:04.407,1.55E+12
142,168.57,149.61,154.18,124,0,0,0, 01:45:04.407,1.55E+12
143,-160.39,-123.41,-143.36,-54.77,0,0,0, 01:45:04.410,1.55E+12
144,-16.68,-19.17,-11.47,16.17,0,0,0, 01:45:04.410,1.55E+12
145,242.09,198.23,215.65,160.23,0,0,0, 01:45:04.410,1.55E+12
146,-68.43,-31.24,-54.87,8.6,0,0,0, 01:45:04.410,1.55E+12
147,-113.9,-91.63,-88.41,-23.68,0,0,0, 01:45:04.412,1.55E+12
148,217.24,168.23,199.14,153.04,0,0,0, 01:45:04.412,1.55E+12
149,66.33,60.02,66.04,73.07,0,0,0, 01:45:04.420,1.55E+12
150,-176.16,-131.79,-144.05,-60.85,0,0,0, 01:45:04.420,1.55E+12
151,128.71,87.91,110.79,91.46,0,0,0, 01:45:04.435,1.55E+12
152,181.65,159.09,185.29,148.16,0,0,0, 01:45:04.435,1.55E+12
153,-147.76,-91.62,-109.82,-18.72,0,0,0, 01:45:04.451,1.55E+12
154,8.71,4.76,11.03,43.01,0,0,0, 01:45:04.451,1.55E+12
155,244.94,201.64,215.4,175.71,0,0,0, 01:45:04.454,1.55E+12
156,-70.46,-29.98,-41.51,6.91,0,0,0, 01:45:04.454,1.55E+12
157,-123.06,-102.23,-94.5,-30.32,0,0,0, 01:45:04.465,1.55E+12
158,216.28,164.95,189.87,140.87,0,0,0, 01:45:04.465,1.55E+12
159,54.28,73.55,61.08,67.08,0,0,0, 01:45:04.481,1.55E+12
160,-195.19,-147.02,-164.52,-80.64,0,0,0, 01:45:04.481,1.55E+12
161,131.47,89.88,110.03,91.34,0,0,0, 01:45:04.484,1.55E+12
162,168.62,146.42,143.38,124.45,0,0,0, 01:45:04.484,1.55E+12
163,-162.84,-116.89,-130.72,-52.34,0,0,0, 01:45:04.496,1.55E+12
164,-0.41,-11.43,-2.24,32.68,0,0,0, 01:45:04.496,1.55E+12
165,257.33,206.78,236.56,182.01,0,0,0, 01:45:04.511,1.55E+12
166,-47.4,-4.56,-26.82,38.11,0,0,0, 01:45:04.511,1.55E+12
167,-107.06,-89.13,-84.7,-22.38,0,0,0, 01:45:04.516,1.55E+12
168,219.47,167.42,193.37,138.59,0,0,0, 01:45:04.516,1.55E+12
169,70.11,74.08,71.65,88.45,0,0,0, 01:45:04.525,1.55E+12
170,-177.02,-135.24,-148.79,-54.79,0,0,0, 01:45:04.526,1.55E+12
171,140.75,103.7,144.76,113.89,0,0,0, 01:45:04.542,1.55E+12
172,188.02,157.56,181.22,131.22,0,0,0, 01:45:04.542,1.55E+12
173,-160.55,-102.2,-119.5,-48.64,0,0,0, 01:45:04.548,1.55E+12
174,-8.36,-2.59,12.23,22.13,0,0,0, 01:45:04.548,1.55E+12
175,223.25,193.45,207.28,152.21,0,0,0, 01:45:04.556,1.55E+12
176,-66.57,-32.78,-40.21,15.78,0,0,0, 01:45:04.556,1.55E+12
177,-107.21,-81.76,-81.93,-23.62,0,0,0, 01:45:04.571,1.55E+12
178,234.73,176.47,210.26,154.72,0,0,0, 01:45:04.571,1.55E+12
179,62.53,76.55,70.85,77.52,0,0,0, 01:45:04.574,1.55E+12
180,-172.14,-127.98,-150.11,-54.54,0,0,0, 01:45:04.574,1.55E+12
181,139.54,109.55,129.44,109.42,0,0,0, 01:45:04.587,1.55E+12
182,170.8,152.53,172.38,133.05,0,0,0, 01:45:04.587,1.55E+12
183,-154.3,-103.83,-117.97,-26.95,0,0,0, 01:45:04.601,1.55E+12
184,2.99,-3.5,2.91,41.62,0,0,0, 01:45:04.601,1.55E+12
185,237.5,187.59,220.17,151.26,0,0,0, 01:45:04.605,1.55E+12
186,-78.04,-46.57,-59.33,-14.84,0,0,0, 01:45:04.605,1.55E+12
187,-119.2,-110.55,-98.62,-42.45,0,0,0, 01:45:04.616,1.55E+12
188,221.71,162.69,205.13,138.15,0,0,0, 01:45:04.616,1.55E+12
189,68.09,70.98,70.9,83.53,0,0,0, 01:45:04.632,1.55E+12
190,-173.46,-131.46,-145.77,-60.57,0,0,0, 01:45:04.632,1.55E+12
191,134.51,93.61,118.24,92.85,0,0,0, 01:45:04.646,1.55E+12
192,184.55,155.05,168.24,124.82,0,0,0, 01:45:04.646,1.55E+12
193,-156.55,-109.78,-127.27,-50.79,0,0,0, 01:45:04.649,1.55E+12
194,-2.07,-17.25,5.02,6.5,0,0,0, 01:45:04.649,1.55E+12
195,219.13,175.94,203.47,131.32,0,0,0, 01:45:04.661,1.55E+12
196,-87.33,-50.58,-61.74,-28.14,0,0,0, 01:45:04.661,1.55E+12
197,-128.04,-108.29,-104.42,-49.36,0,0,0, 01:45:04.664,1.55E+12
198,212.64,168.91,183.29,127.83,0,0,0, 01:45:04.664,1.55E+12
199,53.58,51.08,51.94,54.58,0,0,0, 01:45:04.677,1.55E+12
200,-193.12,-143.55,-158.59,-74.96,0,0,0, 01:45:04.677,1.55E+12
0,131.15,92.13,114.61,89.19,0,0,0, 01:45:04.679,1.55E+12
1,169.57,149.66,156.68,125.02,0,0,0, 01:45:04.691,1.55E+12
2,-166.56,-115.24,-139.56,-54.17,0,0,0, 01:45:04.691,1.55E+12
3,0.42,-14.25,0.46,14.15,0,0,0, 01:45:04.706,1.55E+12
4,223.39,175.17,206.59,132.09,0,0,0, 01:45:04.706,1.55E+12
5,-89.44,-60.24,-66.93,-31.57,0,0,0, 01:45:04.709,1.55E+12
6,-130.09,-107.97,-103.11,-48.61,0,0,0, 01:45:04.709,1.55E+12
7,203.15,147.66,189.25,103.69,0,0,0, 01:45:04.721,1.55E+12
8,36.81,41.51,31.7,27,0,0,0, 01:45:04.721,1.55E+12
9,-187.82,-143.15,-150.58,-74.67,0,0,0, 01:45:04.735,1.55E+12
10,132.07,91.26,126.56,83.83,0,0,0, 01:45:04.735,1.55E+12
11,156.22,134.01,155.34,87.79,0,0,0, 01:45:04.739,1.55E+12
12,-167.53,-117.23,-130.41,-75.13,0,0,0, 01:45:04.739,1.55E+12
13,13.61,-8.18,12.68,5.28,0,0,0, 01:45:04.751,1.55E+12
14,223.66,174.32,207.2,120.73,0,0,0, 01:45:04.751,1.55E+12
15,-87.46,-55.53,-61.73,-36.38,0,0,0, 01:45:04.766,1.55E+12
16,-126.44,-108.17,-110.6,-74.05,0,0,0, 01:45:04.766,1.55E+12
17,198.16,155.78,178.58,103.17,0,0,0, 01:45:04.768,1.55E+12
18,32.52,49.19,47.81,25.32,0,0,0, 01:45:04.768,1.55E+12
19,-190.36,-144.71,-154.99,-99.96,0,0,0, 01:45:04.781,1.55E+12
20,136.34,84.5,111.8,68.66,0,0,0, 01:45:04.781,1.55E+12
21,159.73,133.2,141.29,83.27,0,0,0, 01:45:04.796,1.55E+12
22,-172.35,-117.68,-135.97,-77.73,0,0,0, 01:45:04.796,1.55E+12
23,1.16,-11.17,3.34,-5.73,0,0,0, 01:45:04.798,1.55E+12
24,215.25,172.98,194.71,118.82,0,0,0, 01:45:04.798,1.55E+12
25,-88.12,-54.78,-65.6,-41.66,0,0,0, 01:45:04.810,1.55E+12
26,-137.33,-112.66,-114.18,-86.11,0,0,0, 01:45:04.810,1.55E+12
27,187.76,142.05,179.44,76.65,0,0,0, 01:45:04.826,1.55E+12
28,31.23,33.17,35.72,3.02,0,0,0, 01:45:04.826,1.55E+12
29,-200.66,-153.93,-160.5,-108.62,0,0,0, 01:45:04.828,1.55E+12
30,128.37,94.88,119.53,69.86,0,0,0, 01:45:04.828,1.55E+12
31,160.77,131.81,139.94,87.89,0,0,0, 01:45:04.841,1.55E+12
32,-168.82,-126.56,-146.74,-78.81,0,0,0, 01:45:04.841,1.55E+12
33,-12.75,-21.29,8.42,-18.09,0,0,0, 01:45:04.856,1.55E+12
34,216.47,170.56,193.88,104.45,0,0,0, 01:45:04.856,1.55E+12
35,-97.44,-50.91,-73.64,-47.26,0,0,0, 01:45:04.857,1.55E+12
36,-118.32,-111.15,-89,-76.95,0,0,0, 01:45:04.857,1.55E+12
37,197.4,156.31,187.76,83.43,0,0,0, 01:45:04.871,1.55E+12
38,23.92,46.41,37.06,-1.59,0,0,0, 01:45:04.871,1.55E+12
39,-189.36,-156.41,-156.57,-113.54,0,0,0, 01:45:04.886,1.55E+12
40,120.81,87.73,117.99,41.74,0,0,0, 01:45:04.886,1.55E+12
41,144.58,122.45,130.36,60.45,0,0,0, 01:45:04.888,1.55E+12
42,-178.27,-129.65,-152.31,-102.73,0,0,0, 01:45:04.888,1.55E+12
43,-12.39,-23.36,-2.82,-25.61,0,0,0, 01:45:04.900,1.55E+12
44,207.15,167.04,186.35,98.94,0,0,0, 01:45:04.900,1.55E+12
45,-87.69,-57.67,-68.64,-47.56,0,0,0, 01:45:04.917,1.55E+12
46,-121.11,-110.53,-105.35,-86.27,0,0,0, 01:45:04.917,1.55E+12
47,199.48,145.52,166.62,72.02,0,0,0, 01:45:04.921,1.55E+12
48,12.92,30.44,19.71,-23.53,0,0,0, 01:45:04.921,1.55E+12
49,-211.47,-169.68,-174.7,-142.89,0,0,0, 01:45:04.931,1.55E+12
50,106.96,68.25,91.63,22.37,0,0,0, 01:45:04.931,1.55E+12
51,128.88,106.45,119.9,23.59,0,0,0, 01:45:04.962,1.55E+12
52,-193.59,-136.81,-151.36,-132.09,0,0,0, 01:45:04.962,1.55E+12
53,-18.01,-26.41,-10.93,-46.43,0,0,0, 01:45:04.965,1.55E+12
54,186.94,151.77,153.74,54.88,0,0,0, 01:45:04.965,1.55E+12
